"year" "source" "base" "ID" "rep" "replacement_condition"
2012 "chicken" "I" 6 416 TRUE
2013 "chicken" "I" 8 416 TRUE
2014 "chicken" "I" 7 416 TRUE
2015 "chicken" "I" 9 416 TRUE
2016 "chicken" "I" 9 416 TRUE
2018 "chicken" "I" 10 416 TRUE
1997 "human_stool" "I" 1 416 TRUE
2001 "human_stool" "I" 5 416 TRUE
2003 "human_stool" "I" 8 416 TRUE
2004 "human_stool" "I" 2 416 TRUE
2005 "human_stool" "I" 6 416 TRUE
2006 "human_stool" "I" 8 416 TRUE
2007 "human_stool" "I" 6 416 TRUE
2009 "human_stool" "I" 13 416 TRUE
2010 "human_stool" "I" 7 416 TRUE
2011 "human_stool" "I" 9 416 TRUE
2012 "human_stool" "I" 11 416 TRUE
2013 "human_stool" "I" 10 416 TRUE
2014 "human_stool" "I" 12 416 TRUE
2015 "human_stool" "I" 8 416 TRUE
2016 "human_stool" "I" 6 416 TRUE
2017 "human_stool" "I" 12 416 TRUE
2018 "human_stool" "I" 12 416 TRUE
2006 "chicken" "T" 20 416 TRUE
2009 "chicken" "T" 23 416 TRUE
2011 "chicken" "T" 18 416 TRUE
2012 "chicken" "T" 19 416 TRUE
2013 "chicken" "T" 17 416 TRUE
2014 "chicken" "T" 18 416 TRUE
2015 "chicken" "T" 16 416 TRUE
2016 "chicken" "T" 16 416 TRUE
2018 "chicken" "T" 15 416 TRUE
1997 "human_stool" "T" 23 416 TRUE
1998 "human_stool" "T" 25 416 TRUE
2001 "human_stool" "T" 20 416 TRUE
2003 "human_stool" "T" 17 416 TRUE
2004 "human_stool" "T" 23 416 TRUE
2005 "human_stool" "T" 19 416 TRUE
2006 "human_stool" "T" 17 416 TRUE
2007 "human_stool" "T" 19 416 TRUE
2009 "human_stool" "T" 12 416 TRUE
2010 "human_stool" "T" 18 416 TRUE
2011 "human_stool" "T" 16 416 TRUE
2012 "human_stool" "T" 14 416 TRUE
2013 "human_stool" "T" 15 416 TRUE
2014 "human_stool" "T" 13 416 TRUE
2015 "human_stool" "T" 17 416 TRUE
2016 "human_stool" "T" 19 416 TRUE
2017 "human_stool" "T" 13 416 TRUE
2018 "human_stool" "T" 13 416 TRUE
2011 "chicken" "A" 1 417 TRUE
2006 "chicken" "I" 4 417 TRUE
2009 "chicken" "I" 1 417 TRUE
2011 "chicken" "I" 8 417 TRUE
2012 "chicken" "I" 5 417 TRUE
2013 "chicken" "I" 7 417 TRUE
2014 "chicken" "I" 8 417 TRUE
2015 "chicken" "I" 11 417 TRUE
2016 "chicken" "I" 12 417 TRUE
2018 "chicken" "I" 14 417 TRUE
2001 "human_stool" "I" 4 417 TRUE
2003 "human_stool" "I" 6 417 TRUE
2004 "human_stool" "I" 8 417 TRUE
2005 "human_stool" "I" 7 417 TRUE
2006 "human_stool" "I" 6 417 TRUE
2007 "human_stool" "I" 4 417 TRUE
2009 "human_stool" "I" 10 417 TRUE
2010 "human_stool" "I" 12 417 TRUE
2011 "human_stool" "I" 5 417 TRUE
2012 "human_stool" "I" 9 417 TRUE
2013 "human_stool" "I" 10 417 TRUE
2014 "human_stool" "I" 11 417 TRUE
2015 "human_stool" "I" 11 417 TRUE
2016 "human_stool" "I" 11 417 TRUE
2017 "human_stool" "I" 13 417 TRUE
2018 "human_stool" "I" 12 417 TRUE
2006 "chicken" "T" 21 417 TRUE
2009 "chicken" "T" 24 417 TRUE
2011 "chicken" "T" 16 417 TRUE
2012 "chicken" "T" 20 417 TRUE
2013 "chicken" "T" 18 417 TRUE
2014 "chicken" "T" 17 417 TRUE
2015 "chicken" "T" 14 417 TRUE
2016 "chicken" "T" 13 417 TRUE
2018 "chicken" "T" 11 417 TRUE
1997 "human_stool" "T" 25 417 TRUE
1998 "human_stool" "T" 25 417 TRUE
2001 "human_stool" "T" 21 417 TRUE
2003 "human_stool" "T" 19 417 TRUE
2004 "human_stool" "T" 17 417 TRUE
2005 "human_stool" "T" 18 417 TRUE
2006 "human_stool" "T" 19 417 TRUE
2007 "human_stool" "T" 21 417 TRUE
2009 "human_stool" "T" 15 417 TRUE
2010 "human_stool" "T" 13 417 TRUE
2011 "human_stool" "T" 20 417 TRUE
2012 "human_stool" "T" 16 417 TRUE
2013 "human_stool" "T" 15 417 TRUE
2014 "human_stool" "T" 14 417 TRUE
2015 "human_stool" "T" 14 417 TRUE
2016 "human_stool" "T" 14 417 TRUE
2017 "human_stool" "T" 12 417 TRUE
2018 "human_stool" "T" 13 417 TRUE
2012 "chicken" "A" 1 418 TRUE
2018 "chicken" "A" 1 418 TRUE
2001 "human_stool" "A" 1 418 TRUE
2013 "human_stool" "A" 1 418 TRUE
2006 "chicken" "I" 4 418 TRUE
2009 "chicken" "I" 1 418 TRUE
2011 "chicken" "I" 1 418 TRUE
2012 "chicken" "I" 7 418 TRUE
2013 "chicken" "I" 4 418 TRUE
2014 "chicken" "I" 1 418 TRUE
2015 "chicken" "I" 10 418 TRUE
2016 "chicken" "I" 14 418 TRUE
2018 "chicken" "I" 20 418 TRUE
1997 "human_stool" "I" 2 418 TRUE
2001 "human_stool" "I" 4 418 TRUE
2003 "human_stool" "I" 6 418 TRUE
2004 "human_stool" "I" 6 418 TRUE
2005 "human_stool" "I" 3 418 TRUE
2006 "human_stool" "I" 7 418 TRUE
2007 "human_stool" "I" 8 418 TRUE
2009 "human_stool" "I" 7 418 TRUE
2010 "human_stool" "I" 13 418 TRUE
2011 "human_stool" "I" 10 418 TRUE
2012 "human_stool" "I" 9 418 TRUE
2013 "human_stool" "I" 10 418 TRUE
2014 "human_stool" "I" 9 418 TRUE
2015 "human_stool" "I" 10 418 TRUE
2016 "human_stool" "I" 11 418 TRUE
2017 "human_stool" "I" 6 418 TRUE
2018 "human_stool" "I" 9 418 TRUE
2006 "chicken" "T" 21 418 TRUE
2009 "chicken" "T" 24 418 TRUE
2011 "chicken" "T" 24 418 TRUE
2012 "chicken" "T" 17 418 TRUE
2013 "chicken" "T" 21 418 TRUE
2014 "chicken" "T" 24 418 TRUE
2015 "chicken" "T" 15 418 TRUE
2016 "chicken" "T" 11 418 TRUE
2018 "chicken" "T" 4 418 TRUE
1997 "human_stool" "T" 23 418 TRUE
1998 "human_stool" "T" 25 418 TRUE
2001 "human_stool" "T" 20 418 TRUE
2003 "human_stool" "T" 19 418 TRUE
2004 "human_stool" "T" 19 418 TRUE
2005 "human_stool" "T" 22 418 TRUE
2006 "human_stool" "T" 18 418 TRUE
2007 "human_stool" "T" 17 418 TRUE
2009 "human_stool" "T" 18 418 TRUE
2010 "human_stool" "T" 12 418 TRUE
2011 "human_stool" "T" 15 418 TRUE
2012 "human_stool" "T" 16 418 TRUE
2013 "human_stool" "T" 14 418 TRUE
2014 "human_stool" "T" 16 418 TRUE
2015 "human_stool" "T" 15 418 TRUE
2016 "human_stool" "T" 14 418 TRUE
2017 "human_stool" "T" 19 418 TRUE
2018 "human_stool" "T" 16 418 TRUE
2006 "chicken" "I" 5 419 TRUE
2009 "chicken" "I" 3 419 TRUE
2011 "chicken" "I" 9 419 TRUE
2012 "chicken" "I" 4 419 TRUE
2013 "chicken" "I" 7 419 TRUE
2014 "chicken" "I" 6 419 TRUE
2015 "chicken" "I" 6 419 TRUE
2016 "chicken" "I" 11 419 TRUE
2018 "chicken" "I" 9 419 TRUE
1997 "human_stool" "I" 1 419 TRUE
1998 "human_stool" "I" 1 419 TRUE
2001 "human_stool" "I" 5 419 TRUE
2003 "human_stool" "I" 3 419 TRUE
2004 "human_stool" "I" 10 419 TRUE
2005 "human_stool" "I" 7 419 TRUE
2006 "human_stool" "I" 10 419 TRUE
2007 "human_stool" "I" 5 419 TRUE
2009 "human_stool" "I" 7 419 TRUE
2010 "human_stool" "I" 12 419 TRUE
2011 "human_stool" "I" 7 419 TRUE
2012 "human_stool" "I" 6 419 TRUE
2013 "human_stool" "I" 8 419 TRUE
2014 "human_stool" "I" 11 419 TRUE
2015 "human_stool" "I" 13 419 TRUE
2016 "human_stool" "I" 12 419 TRUE
2017 "human_stool" "I" 9 419 TRUE
2018 "human_stool" "I" 10 419 TRUE
2006 "chicken" "T" 20 419 TRUE
2009 "chicken" "T" 22 419 TRUE
2011 "chicken" "T" 16 419 TRUE
2012 "chicken" "T" 21 419 TRUE
2013 "chicken" "T" 18 419 TRUE
2014 "chicken" "T" 19 419 TRUE
2015 "chicken" "T" 19 419 TRUE
2016 "chicken" "T" 14 419 TRUE
2018 "chicken" "T" 16 419 TRUE
1997 "human_stool" "T" 24 419 TRUE
1998 "human_stool" "T" 24 419 TRUE
2001 "human_stool" "T" 20 419 TRUE
2003 "human_stool" "T" 22 419 TRUE
2004 "human_stool" "T" 15 419 TRUE
2005 "human_stool" "T" 18 419 TRUE
2006 "human_stool" "T" 15 419 TRUE
2007 "human_stool" "T" 20 419 TRUE
2009 "human_stool" "T" 18 419 TRUE
2010 "human_stool" "T" 13 419 TRUE
2011 "human_stool" "T" 18 419 TRUE
2012 "human_stool" "T" 19 419 TRUE
2013 "human_stool" "T" 17 419 TRUE
2014 "human_stool" "T" 14 419 TRUE
2015 "human_stool" "T" 12 419 TRUE
2016 "human_stool" "T" 13 419 TRUE
2017 "human_stool" "T" 16 419 TRUE
2018 "human_stool" "T" 15 419 TRUE
2001 "human_stool" "A" 1 420 TRUE
2018 "human_stool" "A" 1 420 TRUE
2006 "chicken" "I" 4 420 TRUE
2009 "chicken" "I" 3 420 TRUE
2011 "chicken" "I" 6 420 TRUE
2012 "chicken" "I" 7 420 TRUE
2013 "chicken" "I" 4 420 TRUE
2014 "chicken" "I" 6 420 TRUE
2015 "chicken" "I" 9 420 TRUE
2016 "chicken" "I" 11 420 TRUE
2018 "chicken" "I" 10 420 TRUE
1997 "human_stool" "I" 4 420 TRUE
1998 "human_stool" "I" 1 420 TRUE
2001 "human_stool" "I" 8 420 TRUE
2003 "human_stool" "I" 6 420 TRUE
2004 "human_stool" "I" 8 420 TRUE
2005 "human_stool" "I" 7 420 TRUE
2006 "human_stool" "I" 9 420 TRUE
2007 "human_stool" "I" 6 420 TRUE
2009 "human_stool" "I" 9 420 TRUE
2010 "human_stool" "I" 8 420 TRUE
2011 "human_stool" "I" 9 420 TRUE
2012 "human_stool" "I" 8 420 TRUE
2013 "human_stool" "I" 9 420 TRUE
2014 "human_stool" "I" 11 420 TRUE
2015 "human_stool" "I" 9 420 TRUE
2016 "human_stool" "I" 7 420 TRUE
2017 "human_stool" "I" 9 420 TRUE
2018 "human_stool" "I" 10 420 TRUE
2006 "chicken" "T" 21 420 TRUE
2009 "chicken" "T" 22 420 TRUE
2011 "chicken" "T" 19 420 TRUE
2012 "chicken" "T" 18 420 TRUE
2013 "chicken" "T" 21 420 TRUE
2014 "chicken" "T" 19 420 TRUE
2015 "chicken" "T" 16 420 TRUE
2016 "chicken" "T" 14 420 TRUE
2018 "chicken" "T" 15 420 TRUE
1997 "human_stool" "T" 21 420 TRUE
1998 "human_stool" "T" 24 420 TRUE
2001 "human_stool" "T" 16 420 TRUE
2003 "human_stool" "T" 19 420 TRUE
2004 "human_stool" "T" 17 420 TRUE
2005 "human_stool" "T" 18 420 TRUE
2006 "human_stool" "T" 16 420 TRUE
2007 "human_stool" "T" 19 420 TRUE
2009 "human_stool" "T" 16 420 TRUE
2010 "human_stool" "T" 17 420 TRUE
2011 "human_stool" "T" 16 420 TRUE
2012 "human_stool" "T" 17 420 TRUE
2013 "human_stool" "T" 16 420 TRUE
2014 "human_stool" "T" 14 420 TRUE
2015 "human_stool" "T" 16 420 TRUE
2016 "human_stool" "T" 18 420 TRUE
2017 "human_stool" "T" 16 420 TRUE
2018 "human_stool" "T" 14 420 TRUE
2012 "human_stool" "A" 1 421 TRUE
2006 "chicken" "I" 3 421 TRUE
2009 "chicken" "I" 1 421 TRUE
2011 "chicken" "I" 7 421 TRUE
2012 "chicken" "I" 4 421 TRUE
2013 "chicken" "I" 10 421 TRUE
2014 "chicken" "I" 3 421 TRUE
2015 "chicken" "I" 10 421 TRUE
2016 "chicken" "I" 13 421 TRUE
2018 "chicken" "I" 13 421 TRUE
1997 "human_stool" "I" 1 421 TRUE
1998 "human_stool" "I" 1 421 TRUE
2001 "human_stool" "I" 3 421 TRUE
2003 "human_stool" "I" 8 421 TRUE
2004 "human_stool" "I" 7 421 TRUE
2005 "human_stool" "I" 6 421 TRUE
2006 "human_stool" "I" 5 421 TRUE
2007 "human_stool" "I" 7 421 TRUE
2009 "human_stool" "I" 7 421 TRUE
2010 "human_stool" "I" 9 421 TRUE
2011 "human_stool" "I" 5 421 TRUE
2012 "human_stool" "I" 9 421 TRUE
2013 "human_stool" "I" 8 421 TRUE
2014 "human_stool" "I" 14 421 TRUE
2015 "human_stool" "I" 10 421 TRUE
2016 "human_stool" "I" 13 421 TRUE
2017 "human_stool" "I" 13 421 TRUE
2018 "human_stool" "I" 10 421 TRUE
2006 "chicken" "T" 22 421 TRUE
2009 "chicken" "T" 24 421 TRUE
2011 "chicken" "T" 18 421 TRUE
2012 "chicken" "T" 21 421 TRUE
2013 "chicken" "T" 15 421 TRUE
2014 "chicken" "T" 22 421 TRUE
2015 "chicken" "T" 15 421 TRUE
2016 "chicken" "T" 12 421 TRUE
2018 "chicken" "T" 12 421 TRUE
1997 "human_stool" "T" 24 421 TRUE
1998 "human_stool" "T" 24 421 TRUE
2001 "human_stool" "T" 22 421 TRUE
2003 "human_stool" "T" 17 421 TRUE
2004 "human_stool" "T" 18 421 TRUE
2005 "human_stool" "T" 19 421 TRUE
2006 "human_stool" "T" 20 421 TRUE
2007 "human_stool" "T" 18 421 TRUE
2009 "human_stool" "T" 18 421 TRUE
2010 "human_stool" "T" 16 421 TRUE
2011 "human_stool" "T" 20 421 TRUE
2012 "human_stool" "T" 15 421 TRUE
2013 "human_stool" "T" 17 421 TRUE
2014 "human_stool" "T" 11 421 TRUE
2015 "human_stool" "T" 15 421 TRUE
2016 "human_stool" "T" 12 421 TRUE
2017 "human_stool" "T" 12 421 TRUE
2018 "human_stool" "T" 15 421 TRUE
2012 "chicken" "A" 1 422 TRUE
1997 "human_stool" "A" 1 422 TRUE
2001 "human_stool" "A" 1 422 TRUE
2006 "chicken" "I" 1 422 TRUE
2009 "chicken" "I" 4 422 TRUE
2011 "chicken" "I" 7 422 TRUE
2012 "chicken" "I" 9 422 TRUE
2013 "chicken" "I" 5 422 TRUE
2014 "chicken" "I" 8 422 TRUE
2015 "chicken" "I" 11 422 TRUE
2016 "chicken" "I" 13 422 TRUE
2018 "chicken" "I" 17 422 TRUE
1997 "human_stool" "I" 2 422 TRUE
2001 "human_stool" "I" 6 422 TRUE
2003 "human_stool" "I" 7 422 TRUE
2004 "human_stool" "I" 8 422 TRUE
2005 "human_stool" "I" 10 422 TRUE
2006 "human_stool" "I" 8 422 TRUE
2007 "human_stool" "I" 6 422 TRUE
2009 "human_stool" "I" 6 422 TRUE
2010 "human_stool" "I" 9 422 TRUE
2011 "human_stool" "I" 14 422 TRUE
2012 "human_stool" "I" 12 422 TRUE
2013 "human_stool" "I" 9 422 TRUE
2014 "human_stool" "I" 12 422 TRUE
2015 "human_stool" "I" 11 422 TRUE
2016 "human_stool" "I" 12 422 TRUE
2017 "human_stool" "I" 14 422 TRUE
2018 "human_stool" "I" 14 422 TRUE
2006 "chicken" "T" 24 422 TRUE
2009 "chicken" "T" 21 422 TRUE
2011 "chicken" "T" 18 422 TRUE
2012 "chicken" "T" 15 422 TRUE
2013 "chicken" "T" 20 422 TRUE
2014 "chicken" "T" 17 422 TRUE
2015 "chicken" "T" 14 422 TRUE
2016 "chicken" "T" 12 422 TRUE
2018 "chicken" "T" 8 422 TRUE
1997 "human_stool" "T" 22 422 TRUE
1998 "human_stool" "T" 25 422 TRUE
2001 "human_stool" "T" 18 422 TRUE
2003 "human_stool" "T" 18 422 TRUE
2004 "human_stool" "T" 17 422 TRUE
2005 "human_stool" "T" 15 422 TRUE
2006 "human_stool" "T" 17 422 TRUE
2007 "human_stool" "T" 19 422 TRUE
2009 "human_stool" "T" 19 422 TRUE
2010 "human_stool" "T" 16 422 TRUE
2011 "human_stool" "T" 11 422 TRUE
2012 "human_stool" "T" 13 422 TRUE
2013 "human_stool" "T" 16 422 TRUE
2014 "human_stool" "T" 13 422 TRUE
2015 "human_stool" "T" 14 422 TRUE
2016 "human_stool" "T" 13 422 TRUE
2017 "human_stool" "T" 11 422 TRUE
2018 "human_stool" "T" 11 422 TRUE
2006 "chicken" "I" 3 423 TRUE
2009 "chicken" "I" 5 423 TRUE
2011 "chicken" "I" 5 423 TRUE
2012 "chicken" "I" 6 423 TRUE
2013 "chicken" "I" 6 423 TRUE
2014 "chicken" "I" 4 423 TRUE
2015 "chicken" "I" 8 423 TRUE
2016 "chicken" "I" 14 423 TRUE
2018 "chicken" "I" 13 423 TRUE
1998 "human_stool" "I" 1 423 TRUE
2001 "human_stool" "I" 7 423 TRUE
2003 "human_stool" "I" 3 423 TRUE
2004 "human_stool" "I" 3 423 TRUE
2005 "human_stool" "I" 5 423 TRUE
2006 "human_stool" "I" 9 423 TRUE
2007 "human_stool" "I" 9 423 TRUE
2009 "human_stool" "I" 13 423 TRUE
2010 "human_stool" "I" 8 423 TRUE
2011 "human_stool" "I" 9 423 TRUE
2012 "human_stool" "I" 11 423 TRUE
2013 "human_stool" "I" 5 423 TRUE
2014 "human_stool" "I" 8 423 TRUE
2015 "human_stool" "I" 10 423 TRUE
2016 "human_stool" "I" 10 423 TRUE
2017 "human_stool" "I" 13 423 TRUE
2018 "human_stool" "I" 12 423 TRUE
2006 "chicken" "T" 22 423 TRUE
2009 "chicken" "T" 20 423 TRUE
2011 "chicken" "T" 20 423 TRUE
2012 "chicken" "T" 19 423 TRUE
2013 "chicken" "T" 19 423 TRUE
2014 "chicken" "T" 21 423 TRUE
2015 "chicken" "T" 17 423 TRUE
2016 "chicken" "T" 11 423 TRUE
2018 "chicken" "T" 12 423 TRUE
1997 "human_stool" "T" 25 423 TRUE
1998 "human_stool" "T" 24 423 TRUE
2001 "human_stool" "T" 18 423 TRUE
2003 "human_stool" "T" 22 423 TRUE
2004 "human_stool" "T" 22 423 TRUE
2005 "human_stool" "T" 20 423 TRUE
2006 "human_stool" "T" 16 423 TRUE
2007 "human_stool" "T" 16 423 TRUE
2009 "human_stool" "T" 12 423 TRUE
2010 "human_stool" "T" 17 423 TRUE
2011 "human_stool" "T" 16 423 TRUE
2012 "human_stool" "T" 14 423 TRUE
2013 "human_stool" "T" 20 423 TRUE
2014 "human_stool" "T" 17 423 TRUE
2015 "human_stool" "T" 15 423 TRUE
2016 "human_stool" "T" 15 423 TRUE
2017 "human_stool" "T" 12 423 TRUE
2018 "human_stool" "T" 13 423 TRUE
2001 "human_stool" "A" 1 424 TRUE
2011 "human_stool" "A" 1 424 TRUE
2006 "chicken" "I" 4 424 TRUE
2009 "chicken" "I" 5 424 TRUE
2011 "chicken" "I" 6 424 TRUE
2012 "chicken" "I" 7 424 TRUE
2013 "chicken" "I" 4 424 TRUE
2014 "chicken" "I" 9 424 TRUE
2015 "chicken" "I" 7 424 TRUE
2016 "chicken" "I" 10 424 TRUE
2018 "chicken" "I" 15 424 TRUE
1997 "human_stool" "I" 2 424 TRUE
1998 "human_stool" "I" 1 424 TRUE
2001 "human_stool" "I" 7 424 TRUE
2003 "human_stool" "I" 7 424 TRUE
2004 "human_stool" "I" 8 424 TRUE
2005 "human_stool" "I" 2 424 TRUE
2006 "human_stool" "I" 9 424 TRUE
2007 "human_stool" "I" 8 424 TRUE
2009 "human_stool" "I" 8 424 TRUE
2010 "human_stool" "I" 12 424 TRUE
2011 "human_stool" "I" 10 424 TRUE
2012 "human_stool" "I" 11 424 TRUE
2013 "human_stool" "I" 6 424 TRUE
2014 "human_stool" "I" 9 424 TRUE
2015 "human_stool" "I" 10 424 TRUE
2016 "human_stool" "I" 12 424 TRUE
2017 "human_stool" "I" 9 424 TRUE
2018 "human_stool" "I" 9 424 TRUE
2006 "chicken" "T" 21 424 TRUE
2009 "chicken" "T" 20 424 TRUE
2011 "chicken" "T" 19 424 TRUE
2012 "chicken" "T" 18 424 TRUE
2013 "chicken" "T" 21 424 TRUE
2014 "chicken" "T" 16 424 TRUE
2015 "chicken" "T" 18 424 TRUE
2016 "chicken" "T" 15 424 TRUE
2018 "chicken" "T" 10 424 TRUE
1997 "human_stool" "T" 23 424 TRUE
1998 "human_stool" "T" 24 424 TRUE
2001 "human_stool" "T" 17 424 TRUE
2003 "human_stool" "T" 18 424 TRUE
2004 "human_stool" "T" 17 424 TRUE
2005 "human_stool" "T" 23 424 TRUE
2006 "human_stool" "T" 16 424 TRUE
2007 "human_stool" "T" 17 424 TRUE
2009 "human_stool" "T" 17 424 TRUE
2010 "human_stool" "T" 13 424 TRUE
2011 "human_stool" "T" 14 424 TRUE
2012 "human_stool" "T" 14 424 TRUE
2013 "human_stool" "T" 19 424 TRUE
2014 "human_stool" "T" 16 424 TRUE
2015 "human_stool" "T" 15 424 TRUE
2016 "human_stool" "T" 13 424 TRUE
2017 "human_stool" "T" 16 424 TRUE
2018 "human_stool" "T" 16 424 TRUE
2011 "human_stool" "A" 1 425 TRUE
2013 "human_stool" "A" 1 425 TRUE
2016 "human_stool" "A" 1 425 TRUE
2006 "chicken" "I" 4 425 TRUE
2009 "chicken" "I" 1 425 TRUE
2011 "chicken" "I" 4 425 TRUE
2012 "chicken" "I" 5 425 TRUE
2013 "chicken" "I" 8 425 TRUE
2014 "chicken" "I" 8 425 TRUE
2015 "chicken" "I" 7 425 TRUE
2016 "chicken" "I" 10 425 TRUE
2018 "chicken" "I" 12 425 TRUE
1998 "human_stool" "I" 1 425 TRUE
2001 "human_stool" "I" 4 425 TRUE
2003 "human_stool" "I" 4 425 TRUE
2004 "human_stool" "I" 2 425 TRUE
2005 "human_stool" "I" 3 425 TRUE
2006 "human_stool" "I" 7 425 TRUE
2007 "human_stool" "I" 9 425 TRUE
2009 "human_stool" "I" 8 425 TRUE
2010 "human_stool" "I" 10 425 TRUE
2011 "human_stool" "I" 10 425 TRUE
2012 "human_stool" "I" 10 425 TRUE
2013 "human_stool" "I" 8 425 TRUE
2014 "human_stool" "I" 10 425 TRUE
2015 "human_stool" "I" 13 425 TRUE
2016 "human_stool" "I" 11 425 TRUE
2017 "human_stool" "I" 14 425 TRUE
2018 "human_stool" "I" 11 425 TRUE
2006 "chicken" "T" 21 425 TRUE
2009 "chicken" "T" 24 425 TRUE
2011 "chicken" "T" 21 425 TRUE
2012 "chicken" "T" 20 425 TRUE
2013 "chicken" "T" 17 425 TRUE
2014 "chicken" "T" 17 425 TRUE
2015 "chicken" "T" 18 425 TRUE
2016 "chicken" "T" 15 425 TRUE
2018 "chicken" "T" 13 425 TRUE
1997 "human_stool" "T" 25 425 TRUE
1998 "human_stool" "T" 24 425 TRUE
2001 "human_stool" "T" 21 425 TRUE
2003 "human_stool" "T" 21 425 TRUE
2004 "human_stool" "T" 23 425 TRUE
2005 "human_stool" "T" 22 425 TRUE
2006 "human_stool" "T" 18 425 TRUE
2007 "human_stool" "T" 16 425 TRUE
2009 "human_stool" "T" 17 425 TRUE
2010 "human_stool" "T" 15 425 TRUE
2011 "human_stool" "T" 14 425 TRUE
2012 "human_stool" "T" 15 425 TRUE
2013 "human_stool" "T" 16 425 TRUE
2014 "human_stool" "T" 15 425 TRUE
2015 "human_stool" "T" 12 425 TRUE
2016 "human_stool" "T" 13 425 TRUE
2017 "human_stool" "T" 11 425 TRUE
2018 "human_stool" "T" 14 425 TRUE
2012 "chicken" "A" 1 426 TRUE
2001 "human_stool" "A" 1 426 TRUE
2006 "chicken" "I" 4 426 TRUE
2009 "chicken" "I" 2 426 TRUE
2011 "chicken" "I" 11 426 TRUE
2012 "chicken" "I" 8 426 TRUE
2013 "chicken" "I" 7 426 TRUE
2014 "chicken" "I" 3 426 TRUE
2015 "chicken" "I" 11 426 TRUE
2016 "chicken" "I" 9 426 TRUE
2018 "chicken" "I" 18 426 TRUE
1997 "human_stool" "I" 2 426 TRUE
2001 "human_stool" "I" 4 426 TRUE
2003 "human_stool" "I" 4 426 TRUE
2004 "human_stool" "I" 4 426 TRUE
2005 "human_stool" "I" 3 426 TRUE
2006 "human_stool" "I" 9 426 TRUE
2007 "human_stool" "I" 7 426 TRUE
2009 "human_stool" "I" 8 426 TRUE
2010 "human_stool" "I" 11 426 TRUE
2011 "human_stool" "I" 11 426 TRUE
2012 "human_stool" "I" 9 426 TRUE
2013 "human_stool" "I" 11 426 TRUE
2014 "human_stool" "I" 9 426 TRUE
2015 "human_stool" "I" 9 426 TRUE
2016 "human_stool" "I" 16 426 TRUE
2017 "human_stool" "I" 17 426 TRUE
2018 "human_stool" "I" 11 426 TRUE
2006 "chicken" "T" 21 426 TRUE
2009 "chicken" "T" 23 426 TRUE
2011 "chicken" "T" 14 426 TRUE
2012 "chicken" "T" 16 426 TRUE
2013 "chicken" "T" 18 426 TRUE
2014 "chicken" "T" 22 426 TRUE
2015 "chicken" "T" 14 426 TRUE
2016 "chicken" "T" 16 426 TRUE
2018 "chicken" "T" 7 426 TRUE
1997 "human_stool" "T" 23 426 TRUE
1998 "human_stool" "T" 25 426 TRUE
2001 "human_stool" "T" 20 426 TRUE
2003 "human_stool" "T" 21 426 TRUE
2004 "human_stool" "T" 21 426 TRUE
2005 "human_stool" "T" 22 426 TRUE
2006 "human_stool" "T" 16 426 TRUE
2007 "human_stool" "T" 18 426 TRUE
2009 "human_stool" "T" 17 426 TRUE
2010 "human_stool" "T" 14 426 TRUE
2011 "human_stool" "T" 14 426 TRUE
2012 "human_stool" "T" 16 426 TRUE
2013 "human_stool" "T" 14 426 TRUE
2014 "human_stool" "T" 16 426 TRUE
2015 "human_stool" "T" 16 426 TRUE
2016 "human_stool" "T" 9 426 TRUE
2017 "human_stool" "T" 8 426 TRUE
2018 "human_stool" "T" 14 426 TRUE
2016 "chicken" "A" 1 427 TRUE
2001 "human_stool" "A" 1 427 TRUE
2006 "chicken" "I" 4 427 TRUE
2009 "chicken" "I" 1 427 TRUE
2011 "chicken" "I" 3 427 TRUE
2012 "chicken" "I" 2 427 TRUE
2013 "chicken" "I" 11 427 TRUE
2014 "chicken" "I" 5 427 TRUE
2015 "chicken" "I" 8 427 TRUE
2016 "chicken" "I" 8 427 TRUE
2018 "chicken" "I" 11 427 TRUE
1997 "human_stool" "I" 1 427 TRUE
1998 "human_stool" "I" 4 427 TRUE
2001 "human_stool" "I" 6 427 TRUE
2003 "human_stool" "I" 8 427 TRUE
2004 "human_stool" "I" 7 427 TRUE
2005 "human_stool" "I" 12 427 TRUE
2006 "human_stool" "I" 10 427 TRUE
2007 "human_stool" "I" 8 427 TRUE
2009 "human_stool" "I" 7 427 TRUE
2010 "human_stool" "I" 8 427 TRUE
2011 "human_stool" "I" 8 427 TRUE
2012 "human_stool" "I" 7 427 TRUE
2013 "human_stool" "I" 7 427 TRUE
2014 "human_stool" "I" 16 427 TRUE
2015 "human_stool" "I" 11 427 TRUE
2016 "human_stool" "I" 10 427 TRUE
2017 "human_stool" "I" 12 427 TRUE
2018 "human_stool" "I" 12 427 TRUE
2006 "chicken" "T" 21 427 TRUE
2009 "chicken" "T" 24 427 TRUE
2011 "chicken" "T" 22 427 TRUE
2012 "chicken" "T" 23 427 TRUE
2013 "chicken" "T" 14 427 TRUE
2014 "chicken" "T" 20 427 TRUE
2015 "chicken" "T" 17 427 TRUE
2016 "chicken" "T" 16 427 TRUE
2018 "chicken" "T" 14 427 TRUE
1997 "human_stool" "T" 24 427 TRUE
1998 "human_stool" "T" 21 427 TRUE
2001 "human_stool" "T" 18 427 TRUE
2003 "human_stool" "T" 17 427 TRUE
2004 "human_stool" "T" 18 427 TRUE
2005 "human_stool" "T" 13 427 TRUE
